,Acidez,AcidoCitrico,Azucar,CloruroSodico,Densidad,pH,Sulfatos,Alcohol,CalifProductor,PrecioBotella,Etiqueta,Clasificacion,Region,prop_missings,aleatorio,aleatorio2,Acidez_sqr,AcidoCitrico_exp,Azucar_sqr,CloruroSodico_sqr,Densidad_raiz4,pH_ident,Sulfatos_raiz4,Alcohol_sqrt,CalifProductor_sqrt,PrecioBotella_sqr,prop_missings_sqr,aleatorio_raiz4,aleatorio2_log,Beneficio
3846,0.3,0.3,0.5,-0.589,0.99402,1.24,0.61,10.6,3,3.2,M,*,Reg 3,0,0.9170584639597585,0.8771481832601944,9.395812310782611,20.57512370979586,8.630640873784447,1.126483870099626,1.3292273166403472,0.12046386483067352,1.3294123926703907,1.7265849555212232,1.6712221139600012,2.2335329506149373,1e-08,1.3322510512089332,1.1100347777490265,220
3847,0.32,-0.25,4.9,0.034,0.98475,2.89,-0.6,12.5,2,6.51,R,**,Reg 3,0,0.45663858578750227,0.12713562456812177,9.556416316846391,10.771749455026212,9.42053636910582,9.247037998790091,1.2885481162655565,2.6029685769633013,1.163663399862243,1.8749466686227396,1.3645593560288818,14.009262907466917,1e-08,1.1191300992063449,-0.8241995112119609,656
3848,-0.82,2.13,53.5,-0.46,1.0008,2.86,0.07,13.6,10,1.23,R,**,Reg 2,0,0.6255801827238431,0.2170673314317797,2.5741546396862898,177.21199844972872,20.4457717965166,2.1645679528908364,1.3567734299394665,2.557832127651799,1.263406417121189,1.955702843244675,3.051181931748709,0.024439951150497304,1e-08,1.2107593813510962,-0.28788248248167975,580
3849,0.36,0.47,-46.1,0.094,1.02509,4.87,0.45,14.0,2,4.18,B,**,Reg 2,1,0.377921304815527,0.414781248630512,9.881707349027474,25.131266472764896,2.3875020067345343,10.44284873782999,1.4437652916722588,5.581974231522453,1.310880070504281,1.9842540188698248,1.3645593560288818,4.666414695636229,3.670765282407223,1.0674266002804855,0.36057921197677334,791
3850,0.24,0.23,7.1,0.041,0.99246,2.51,0.74,13.3,2,3.45,B,****,Reg 1,0,0.97275420666478,0.9673978026926683,8.922166332698326,18.948361625083457,9.82845211850048,9.382803628254452,1.322640722727531,2.031240219017605,1.3439187921710216,1.9340128776280159,1.3645593560288818,2.769958359572414,1e-08,1.3520338363940263,1.2080130399963218,705
3851,0.24,-2.27,4.2,-0.406,1.03247,2.62,0.49,6.5,3,6.16,MM,Desc,Reg 3,0,0.09037495349427871,0.008538780113838906,8.922166332698326,1.0001000050001667,9.292558013824598,2.6988836479819183,1.4673189467033332,2.1967405331597805,1.3155869179148063,1.3520610212905868,1.6712221139600012,12.286072259444028,1e-08,0.746456256221256,-3.5716693463499163,210
3852,0.31,-0.5,12.1,0.024,1.03212,3.05,0.41,12.4,3,1.16,R,***,Reg 2,0,0.16862076896642497,0.8574890855632119,9.47594418797894,8.026633251687874,10.787685437539503,9.054803422956951,1.4662272955813207,2.8436963066246466,1.306121968643238,1.867432036272826,1.6712221139600012,0.01183389383692644,1e-08,0.8724032262863325,1.0873563684056384,711
3853,0.37,0.23,42.0,0.057,0.99568,4.09,1.12,1.8,3,6.6,MB,****,Reg 2,0,0.9096380709749994,0.031361868736471066,9.96388073625056,18.948361625083457,17.455873102019332,9.69684040239373,1.3361302461057558,4.408426549423393,1.383827360715718,0.711552388419749,1.6712221139600012,14.47064098914129,1e-08,1.3295478674602716,-2.233972013965357,776
3854,1.16,1.68,10.2,0.043,0.99632,2.7,0.5,15.3,2,1.29,M,*,Reg 2,0,0.11722248181266381,0.6868672907640706,17.530773607636107,104.36095409997145,10.417916340339586,9.421775536461586,1.3387632697317613,2.3171043979904535,1.3167557711853985,2.074333100651802,1.3645593560288818,0.03884415670202642,1e-08,0.7966061682816447,0.8653680262974207,514
3855,1.3,-2.21,-97.8,0.037,1.01219,3.83,-0.62,9.2,3,1.65,M,Desc,Reg 3,0,0.07512850722501208,0.955349999948416,19.093245802494238,1.0732579325893636,1e-08,9.305102116320414,1.3995892776394057,4.017243988723707,1.1602659923424992,1.6085332472448677,1.6712221139600012,0.19503488379997305,1e-08,0.7127623881102498,1.1954755724011188,116
3856,2.73,-0.26,-44.0,0.028,0.99433,3.34,-1.07,13.2,3,1.2,M,***,Reg 3,0,0.4106219157660419,0.03647767770395294,38.87227835563933,10.645746746794785,2.585383758444534,9.131454948809973,1.330524594178776,3.280015316635836,1.0744222482887218,1.9267286292442851,1.6712221139600012,0.018483660763817956,1e-08,1.0898032328284888,-2.080974202087592,355
3857,0.26,0.37,59.5,0.047,0.99523,3.19,0.48,15.1,2,1.13,R,**,Reg 2,0,0.3466331918174338,0.8246999613090467,9.078687318708582,22.34154720337408,22.09949581351487,9.499961657356096,1.3342695384400662,3.054333070078324,1.3144149408573969,2.060731086846813,1.3645593560288818,0.007815533833268537,1e-08,1.0446128075191576,1.0483481899256812,712
3858,0.35,0.27,5.2,-0.804,1.0397,2.37,0.52,11.2,3,1.0,M,**,Reg 3,0,0.5919299198557969,0.951438559782931,9.799874213475514,19.861503278456823,9.47565216957504,0.1430453720374298,1.4893433289529676,1.8206034555639277,1.319084183613808,1.7747763828496366,1.6712221139600012,1e-08,1e-08,1.1941385550487702,1.191371122563394,696
3859,0.43,-0.35,2.1,0.027,0.9883,3.01,1.57,5.6,3,2.14,B,*,Reg 1,0,0.23690122788083923,0.06424013408591334,10.464066344682761,9.576021533701498,8.91387445281535,9.112261779286689,1.304578187142735,2.78351437420931,1.4270177013018244,1.2549763362551583,1.6712221139600012,0.5998059142218048,1e-08,0.9497960908119897,-1.51005623943996,587
3860,0.32,-1.48,4.3,0.032,0.98946,3.98,2.28,9.4,1,5.81,M,**,Reg 1,2,0.8616918929532583,0.6388731727441138,9.556416316846391,2.5336250936114784,9.310787049223606,9.208429547303306,1.30969030033702,4.242926235281218,1.4880962209305872,1.6259226327396366,0.9649150833430776,10.675927550430718,14.6822947699758,1.3116708173469531,0.7928871979038443,731
3861,0.2,-1.74,22.6,0.048,0.9966,3.9,0.5,9.1,4,5.11,R,*,Reg 1,0,0.6817098142804088,0.15576880586784825,8.613207380731344,1.8658615502079252,12.947429559188384,9.519558667679771,1.3399103485156791,4.122562370450545,1.3167557711853985,1.5997676729483825,1.9297524380738358,7.794775949432864,1e-08,1.2370490236018277,-0.6204756922654733,409
3862,0.24,0.62,11.0,0.043,0.94502,3.11,0.49,10.0,4,1.69,R,***,Reg 2,0,0.4279010861082039,0.3962625609741459,8.922166332698326,29.98237758798568,10.572822652293153,9.421775536461586,1.0450211925358315,2.9339692052476516,1.3155869179148063,1.6770092450978342,1.9297524380738358,0.21977200096839808,1e-08,1.1010913563080844,0.3148578859069742,620
3863,0.65,0.32,1.1,-0.377,1.03053,3.03,0.41,10.6,5,1.5,B,*,Reg 3,0,0.4929326545948499,0.40791340001451926,12.40287775697463,21.065059055830158,8.73631759808079,3.0101320858795537,1.4612371216379119,2.8136053404169785,1.306121968643238,1.7265849555212232,2.1575230219663686,0.11542093630316781,1e-08,1.1407335972172505,0.34386587799545654,715
3864,0.22,-0.2,-25.8,0.641,0.991,4.39,1.32,8.2,3,1.56,M,*,Reg 3,0,0.3751916670945379,0.9631876060508882,8.76700635337258,11.424489638246733,4.6303284936938,24.69682806990352,1.3163859175068564,4.859791042538417,1.4035163806479414,1.518602385971311,1.6712221139600012,0.14477489052371956,1e-08,1.0654939402408958,1.2036495710017963,557
3865,0.31,0.4,6.2,1.027,1.03479,2.44,2.1,15.9,2,1.2,M,**,Reg 3,0,0.04340910205258708,0.36305760345889115,9.47594418797894,23.144275190703553,9.660532551459637,38.3913552923391,1.4744941607647686,1.925921837290766,1.4733204377005302,2.114614246842278,1.3645593560288818,0.018483660763817956,1e-08,0.6214327996162868,0.22724591836489658,373
3866,0.35,0.53,-47.5,0.053,0.92584,3.07,0.4,9.4,3,2.46,M,Desc,Reg 3,0,0.8094328487976978,0.1493492419267476,9.799874213475514,26.96963399965941,2.25995709295655,9.61784659989844,0.8132882721289653,2.873787272832315,1.3049242809763575,1.6259226327396366,1.6712221139600012,0.9837441683392628,1e-08,1.2913147218824708,-0.6626766228723016,225
3867,0.66,0.48,1.2,0.029,0.95158,4.04,0.39,4.1,2,1.0,B,***,Reg 2,0,0.32496459422997903,0.3398157414185835,12.494918442660403,25.42871931587405,8.753992903378208,9.150668310373275,1.097508852317332,4.333199133904223,1.303723286408622,1.073837326292432,1.3645593560288818,1e-08,1e-08,1.0278906786868787,0.16100921007591615,1039
3868,1.63,0.55,8.5,-0.923,0.97087,3.19,0.84,9.1,3,1.65,B,*,Reg 1,1,0.5604205264852363,0.12792057568594095,23.040081147047452,27.611835580189897,10.092536157973333,1e-08,1.2193101514717781,3.054333070078324,1.3547661456011921,1.5997676729483825,1.6712221139600012,0.19503488379997305,3.670765282407223,1.1779197633952814,-0.8180241551869607,704
3869,0.27,-0.09,11.8,0.388,0.99699,4.52,0.6,9.8,3,5.9,M,*,Reg 1,0,0.4763294104553272,0.5063926910111644,9.157458189220398,13.003134370846709,10.728872148972583,17.353074737663103,1.3415031724234174,5.05538232288826,1.3282766635037482,1.6601550554031799,1.6712221139600012,11.079167720614453,1e-08,1.1310042162406408,0.5603226140505158,317
3870,0.82,1.76,1.2,-0.006,0.95452,3.38,-0.45,11.3,1,2.24,R,**,Reg 2,1,0.39263835549436454,0.9628307709430638,14.013843640906064,114.66184995980937,8.753992903378208,8.49021491946927,1.1187720054842778,3.3401972490511724,1.1882427956089403,1.7826816342808598,0.9649150833430776,0.7096355547224459,3.670765282407223,1.0776700242011545,1.2032788685616616,712
3871,-0.08,1.5,-29.1,0.482,0.97691,3.19,0.49,7.7,3,3.25,M,**,Reg 3,0,0.4047279808662049,0.8717511021034346,6.6029274656274,84.44151333011926,4.215627441420603,19.930688765800916,1.2508588044291626,3.054333070078324,1.3155869179148063,1.471577455070095,1.6712221139600012,2.336203912446858,1e-08,1.085871382979106,1.1038598356154243,309
3872,1.3,0.21,45.1,0.215,0.9988,3.28,0.72,10.0,5,2.45,R,Desc,Reg 3,0,0.4253002335801822,0.43363129030508396,19.093245802494238,18.50765685017808,18.238589129312757,13.075513329127926,1.3488222376360697,3.189742418012831,1.341717511248741,1.6770092450978342,2.1575230219663686,0.9703157207106243,1e-08,1.0994143959611107,0.40506634539185105,446
3873,0.27,-0.96,1.7,0.597,0.96689,4.02,0.36,14.4,3,2.25,R,Desc,Reg 1,0,0.8153148774173329,0.6147690497362424,9.157458189220398,4.671627697362036,8.842637363785425,23.326810577330058,1.1971011775101483,4.303108167696554,1.3001002463722,2.01240016192774,1.6712221139600012,0.721126071968063,1e-08,1.293654289473195,0.7544022737643646,477
3874,0.9,0.08,8.1,0.046,0.9958,3.13,0.45,11.2,2,5.69,MB,**,Reg 1,0,0.3487844031404027,0.41161300105570076,14.805970400457094,15.882540463138678,10.01672633003997,9.480384839072437,1.3366251242742884,2.9640601714553196,1.310880070504281,1.7747763828496366,1.3645593560288818,10.149901572483875,1e-08,1.0462297466309227,0.35290377831064634,534
3875,0.39,-0.65,5.5,0.031,0.96938,3.12,0.4,9.6,3,1.0,R,**,Reg 3,0,0.4441783922563136,0.8359002306780018,10.129248265710121,6.727934051772959,9.530928730396333,9.189155609619943,1.2111383694150828,2.949014688351486,1.3049242809763575,1.6431279949589634,1.6712221139600012,1e-08,1e-08,1.111416437811502,1.0618446032227697,583
3876,1.54,0.7,109.9,0.042,0.9967,3.23,0.47,9.4,2,2.76,B,**,Reg 3,0,0.6541464754749713,0.24067459390887447,21.926924327142125,32.94177319554523,38.529505036253326,9.40227948633801,1.3403193064725927,3.1145150024936608,1.3132398204639042,1.6259226327396366,1.3645593560288818,1.4295089128224723,1e-08,1.2243506324570206,-0.18445530751307285,468
3877,1.55,-0.82,109.9,0.056,0.99594,4.38,-0.05,15.9,3,4.83,B,**,Reg 3,1,0.6774642993309843,0.014711335465765307,22.049247411558206,5.50820133066486,38.529505036253326,9.677061663709878,1.3372017882762608,4.844745559434583,1.2472407529889726,2.114614246842278,1.6712221139600012,6.76892676072445,3.670765282407223,1.2351185171721977,-3.006332240919218,670
3878,0.265,-2.27,-9.9,0.036,0.99299,3.36,1.91,9.8,1,5.76,R,***,Reg 3,0,0.19813087761969694,0.22783489142585467,9.118030222505599,1.0001000050001667,6.901083120854929,9.285727218436952,1.3248895053212466,3.310106282843504,1.4572257651312777,1.6601550554031799,0.9649150833430776,10.455135117633684,1e-08,0.9082952607927837,-0.23937780898923955,917
3879,0.28,1.32,53.5,-0.008,0.97437,3.18,0.26,10.7,3,3.12,R,**,Reg 3,0,0.6683132888817319,0.8944869351969434,9.236569311403342,68.324108714551,20.4457717965166,8.453221831184049,1.2378847363231262,3.0392875869744906,1.2877993924617874,1.7347098341548826,1.6712221139600012,2.074058096441823,1e-08,1.230926339092327,1.1296183599042233,448
3880,1.75,0.04,12.9,0.763,1.0134,2.43,1.74,13.0,4,2.46,M,*,Reg 2,1,0.757322968388887,0.5807504497935166,24.567161950816573,15.15233343626117,10.94530681321699,28.69997753291342,1.4039131832914713,1.9108763541869325,1.4423589666550223,1.9120768840678688,1.9297524380738358,0.9837441683392628,3.670765282407223,1.2700102475244397,0.6974369493068907,533
3881,0.26,0.21,2.9,0.026,1.0336,3.13,0.38,11.3,2,5.85,R,***,Reg 3,0,0.2752805732858602,0.7019723979196133,9.078687318708582,18.50765685017808,9.057206019419587,9.093088801803423,1.4708268892845269,2.9640601714553196,1.3025189635565728,1.7826816342808598,1.3645593560288818,10.854222579853797,1e-08,0.9861253310808515,0.8871340941052327,558
3882,-0.54,0.31,74.1,0.274,1.02489,3.13,-0.8,6.2,3,2.27,M,***,Reg 1,1,0.4542118700129536,0.23341256204803984,3.879433092214923,20.81865019706756,26.392170274265013,14.466429019372077,1.443110745536509,2.9640601714553196,1.1282541489979514,1.3204927887152722,1.6712221139600012,0.7443839536568723,3.670765282407223,1.1176402944862174,-0.21514761326461238,422
3883,0.62,1.83,56.0,0.336,1.01209,1.16,0.58,14.8,2,1.04,M,*,Reg 1,1,0.5912114884002201,0.06494876206230715,12.128797209944072,124.50584353393879,21.12700873092894,16.003809578352165,1.3992301324461576,0.0001,1.325996425255524,2.0401580360483202,1.3645593560288818,0.0007437033786356822,3.670765282407223,1.1937760585706594,-1.4990143547958674,480
3884,-1.14,0.27,68.1,0.027,0.99165,3.15,1.4,17.0,3,1.42,R,***,Reg 3,1,0.39959382118615383,0.037603572227341786,1.409049441078421,19.861503278456823,24.58197284791469,9.112261779286689,1.319181582538411,2.9941511376629877,1.411165058939365,2.186536533846195,1.6712221139600012,0.0814501450304894,3.670765282407223,1.0824112288292775,-2.050229113832868,977
3885,-0.35,0.49,9.6,-0.49,1.03354,3.13,0.38,13.0,3,5.29,R,**,Reg 3,0,0.28418308261983916,0.45475577935445544,4.917080127589024,25.729692801047534,10.302486821350753,1.8931678704870964,1.4706412570055902,2.9640601714553196,1.3025189635565728,1.9120768840678688,1.6712221139600012,8.49245534115355,1e-08,0.9940030478463618,0.45267701950519307,573
3886,0.34,0.3,24.3,0.552,0.99016,2.12,0.23,12.0,2,1.25,M,*,Reg 3,0,0.15436165886451403,0.7088031794251699,9.71838132959468,20.57512370979586,13.315625581990352,21.966090883700904,1.3127464672614362,1.444466377968075,1.2840394914215747,1.8370661419155079,1.3645593560288818,0.028872223404241032,1e-08,0.8533450219537008,0.8968236291508881,357
3887,0.2,0.55,65.2,0.2,0.99044,2.94,1.86,12.2,3,1.88,R,*,Reg 3,0,0.3869876406474737,0.7660133141681895,8.613207380731344,27.611835580189897,23.730095340106658,12.73309727822586,1.3139629796245997,2.678195992482472,1.4529004182131087,1.8523113156095552,1.6712221139600012,0.35743701174175874,1e-08,1.0737716089002542,0.9744893046955279,574
3888,0.35,0.56,13.8,1.027,0.9699,3.07,1.63,5.8,4,2.6,MB,****,Reg 2,0,0.4521959889795769,0.6069039242156398,9.799874213475514,27.938648357639487,11.123997323846789,38.3913552923391,1.2140090376776447,2.873787272832315,1.4324886648342054,1.2771886331796458,1.9297524380738358,1.1814320870553132,1e-08,1.1163981627091746,0.7415172985832857,1105
3889,0.27,0.28,-39.1,0.063,0.9964,3.69,-0.75,10.0,2,2.39,R,***,Reg 1,0,0.14413241013359934,0.9303387917458799,9.157458189220398,20.096583377782547,3.0777416239686386,9.815936867337252,1.3390913073963675,3.80660722527003,1.137419689686789,1.6770092450978342,1.3645593560288818,0.8916829653218131,1e-08,0.8388425792536299,1.1689348669685886,443
3890,0.3,-0.13,47.2,0.439,0.97433,3.21,-0.95,15.4,4,3.4,B,Desc,Reg 1,0,0.201058590839168,0.8093105819967931,9.395812310782611,12.405309349650556,18.778568910236277,18.729426883175584,1.2376771334638343,3.0844240362859927,1.0993270584341865,2.081100769434569,1.9297524380738358,2.658059157821343,1e-08,0.9116321341852553,1.029501675036275,651
3891,1.2,1.93,15.3,0.501,0.9975,3.13,0.97,9.8,3,1.36,R,***,Reg 1,1,0.45854685431967723,0.6700317458315149,17.97038920131589,140.05249962255246,11.425030048604603,20.47337201155572,1.3435775727062473,2.9640601714553196,1.3684893185104459,1.6601550554031799,1.6712221139600012,0.05984791234202356,3.670765282407223,1.1202974547786857,0.8405367382324109,668
3892,1.13,0.18,68.3,0.032,0.99114,3.18,1.12,9.2,1,1.0,R,*,Reg 1,1,0.7792516076210825,0.7346086777692276,17.204634554923107,17.865743719993063,24.641276750968558,9.208429547303306,1.3169895663122146,3.0392875869744906,1.383827360715718,1.6085332472448677,0.9649150833430776,1e-08,3.670765282407223,1.2791054496380527,0.9326043904728435,654
3893,0.23,0.26,7.2,-0.403,0.99577,4.14,0.55,10.2,2,1.81,R,**,Reg 3,0,0.19181425407488595,0.9323997472419087,8.84441621719989,19.629173032280775,9.847199159478391,2.7302942726864288,1.3365014562628594,4.4836539649425635,1.3225538517736226,1.6936957248297226,1.3645593560288818,0.3028424627960567,1e-08,0.9009679014262698,1.171148683259806,546
3894,0.22,1.63,41.0,0.035,0.97569,1.16,0.4,7.2,2,3.74,B,**,Reg 1,0,0.3212097602163734,0.9738934454562492,8.76700635337258,98.39827301247405,17.20704582453196,9.266372512593511,1.2446777860191442,0.0001,1.3049242809763575,1.4229993695934644,1.3645593560288818,3.4644689525300283,1e-08,1.0249085578538357,1.2147080289678318,733
3895,0.16,0.27,-36.3,0.149,0.94314,2.52,0.57,10.8,2,1.19,B,**,Reg 1,0,0.7260514416920368,0.9919279849281081,8.309692455502395,19.861503278456823,3.3783444934228983,11.602865908511738,1.0284156817818493,2.0462857021214393,1.324851880833038,1.7427968352034313,1.3645593560288818,0.016682795433307814,1e-08,1.2566919196574184,1.2330644353038251,982
3896,0.69,0.0,4.9,-0.291,0.99368,2.85,2.98,10.0,5,1.34,MB,****,Reg 3,0,0.8597558406914595,0.049676867914025036,12.773082009744485,14.455698009804815,9.42053636910582,4.032994332714069,1.3278001148754535,2.542786644547965,1.5417367717704558,1.6770092450978342,2.1575230219663686,0.05338542730606688,1e-08,1.3109334335298508,-1.769064270586516,1123
3897,-1.28,0.4,-45.1,-0.226,0.9954,4.22,0.36,9.1,5,1.12,MB,Desc,Reg 1,0,0.8857001353552406,0.7874999340496311,1.0088769547903977,23.144275190703553,2.480748987936939,4.9051803277640325,1.33497338709807,4.604017829773237,1.3001002463722,1.5997676729483825,2.1575230219663686,0.006660645297098938,1e-08,1.32071318903664,1.0021679172328704,680
3898,0.36,0.38,0.9,0.037,0.9904,3.28,1.94,11.4,2,1.08,R,**,Reg 3,0,0.008449805107595298,0.4651295543988876,9.881707349027474,22.605981020997355,8.701020574269977,9.305102116320414,1.313789398949702,3.189742418012831,1.459802598421043,1.7905519845242452,1.3645593560288818,0.0029639151443353285,1e-08,0.41282255612074814,0.4752529629394527,231
3899,0.29,1.1,1.4,0.033,0.98794,1.26,1.61,8.7,2,1.36,R,*,Reg 1,0,0.25497753604206186,0.9939280305690983,9.316020685257413,52.74138015267901,8.789397100757071,9.22772367702669,1.3029793828065017,0.15055483103834155,1.4306719781348967,1.5642142459026955,1.3645593560288818,0.05984791234202356,1e-08,0.9674173325850856,1.2350795738550147,574
3900,0.09,-1.32,1.6,0.03,0.9953,2.63,1.89,12.0,3,1.7,B,**,Reg 2,0,0.7201228319577885,0.3945119231020169,7.791641025690126,3.0584695341392862,8.824872747181299,9.169901863976602,1.3345594933530636,2.211786016263614,1.455500251872495,1.8370661419155079,1.6712221139600012,0.22618698625848305,1e-08,1.2541186493740109,0.31042554524057303,1157
3901,1.16,1.21,2.1,-0.367,1.00234,2.33,-2.13,12.7,3,6.03,MM,*,Reg 3,0,0.578966285593013,0.7961810644979093,17.530773607636107,60.02922447697539,8.91387445281535,3.121396581234276,1.3628019399407227,1.7604215231485911,0.6709363700844916,1.8898862956120883,1.6712221139600012,11.674822127297558,1e-08,1.187546125529247,1.0131370409328813,503
3902,-0.91,0.34,44.9,0.054,0.94838,4.61,0.46,15.2,2,2.24,B,****,Reg 2,1,0.3182855695278627,0.4086061708060936,2.2112527546161735,21.566660754236345,18.187573315521373,9.637564762462233,1.0728663834848065,5.190791670822767,1.3120615369921187,2.0675432794450237,1.3645593560288818,0.7096355547224459,3.670765282407223,1.0225679796121634,0.34556450237148406,953
3903,0.81,0.36,34.9,0.397,0.9418,3.05,0.6,14.9,4,1.31,B,*,Reg 1,0,0.9346975213903185,0.9360472745681984,13.916358928482257,22.080206604480747,15.727880158794115,17.592144114836906,1.0160695263601267,2.8436963066246466,1.3282766635037482,2.0470386933651192,1.9297524380738358,0.04438381774606812,1e-08,1.3386115781892627,1.1750547747468116,505
3904,0.37,1.9,1.5,0.033,1.02395,2.58,2.18,12.0,2,1.13,B,***,Reg 2,1,0.3073168787569144,0.9821035510905067,9.96388073625056,135.19496745893426,8.807125992838515,9.22772367702669,1.4400223852305125,2.136558600744444,1.4799421298184179,1.8370661419155079,1.3645593560288818,0.007815533833268537,3.670765282407223,1.0136420475933785,1.2231064669074638,1051
3905,0.7,1.3,1.9,0.037,0.91473,3.2,0.99,11.7,3,3.63,M,**,Reg 2,2,0.3523838988839989,0.1900497940557403,12.866483702114765,66.73501296329634,8.878220183777703,9.305102116320414,0.1,3.0693785531821587,1.3705643061040391,1.813958160908906,1.6712221139600012,3.191897942508905,14.6822947699758,1.0489186267447517,-0.421077907176609,779
3906,0.25,0.34,20.7,0.044,0.99665,2.69,0.88,8.9,3,1.28,M,**,Reg 2,0,0.8209259910102005,0.6476177950474135,9.00025669986789,21.566660754236345,12.542025250612058,9.441291778625185,1.340114874294212,2.302058914886619,1.359033052342798,1.5820908340698427,1.6712221139600012,0.03621274977879284,1e-08,1.2958743327321405,0.8064907691406156,311
3907,-2.05,0.44,8.9,0.055,1.03023,2.6,0.91,4.8,2,2.5,R,Desc,Reg 1,0,0.7326879559703655,0.6974119580405628,1e-08,24.259622371210728,10.168631782088159,9.657303117066048,1.460289824517898,2.1666495669521124,1.3622070560977269,1.1618884644874186,1.3645593560288818,1.038380782845733,1e-08,1.2595538242647537,0.880612399895481,488
3908,0.17,0.56,1.5,0.026,1.00233,3.48,1.02,11.8,1,3.44,MB,Desc,Reg 3,0,0.3241156940125982,0.9214327395005366,8.38506080930294,27.938648357639487,8.807125992838515,9.093088801803423,1.3627630510934625,3.4906520800895136,1.3736592274171522,1.821693390669642,0.9649150833430776,2.747393954423816,1e-08,1.027218744730454,1.1593115004184158,1355
3909,0.28,-0.99,28.9,0.741,0.994,3.23,1.58,10.3,2,1.5,R,*,Reg 2,0,0.3978193031619174,0.3615688628614585,9.236569311403342,4.509598587867072,14.337803119197238,27.95588687752947,1.3291434907809485,3.1145150024936608,1.4279339029437679,1.7019776168880472,1.3645593560288818,0.11542093630316781,1e-08,1.0812075436858841,0.2231321853398761,416
3910,-0.86,0.31,1.6,0.121,0.98256,2.15,0.18,5.8,3,1.0,M,*,Reg 1,1,0.8198395174733767,0.4372761262789534,2.4094623962771893,20.81865019706756,8.824872747181299,11.00467912140091,1.2783527063208642,1.489602827279577,1.2776985968894783,1.2771886331796458,1.6712221139600012,1e-08,3.670765282407223,1.2954453587054942,0.4134446290379984,429
3911,1.02,0.33,-20.7,0.587,0.9934,3.13,1.44,10.6,3,2.44,R,***,Reg 1,1,0.6708193362653024,0.36350874769555586,16.03499074031889,21.31438440173779,5.3094910837278135,23.020894816186825,1.3266213070186355,2.9640601714553196,1.4149432175575112,1.7265849555212232,1.6712221139600012,0.9569795554811767,3.670765282407223,1.2320786459675863,0.228489199954226,711
3912,0.18,0.31,1.7,0.04,0.9928,3.49,0.5,11.9,2,4.09,B,****,Reg 1,2,0.780125110954594,0.9259447010421492,8.460769414774614,20.81865019706756,8.842637363785425,9.363347962210915,1.3240846550555123,3.505697563193348,1.3167557711853985,1.829395913871815,1.3645593560288818,4.406027679400936,14.6822947699758,1.2794637505370925,1.1641984394933524,905
3913,-0.3,1.52,-43.2,0.051,0.9964,2.41,-0.12,9.1,3,1.29,M,*,Reg 2,0,0.18757646830085706,0.45524504592481185,5.210560237165622,86.45223669861862,2.6628393052211066,9.578470850890916,1.3390913073963675,1.8807853879792642,1.2375126340483265,1.5997676729483825,1.6712221139600012,0.03884415670202642,1e-08,0.8959499577848504,0.4537533172144133,359
3914,0.36,1.0,49.8,0.295,0.9907,4.27,0.45,17.5,1,1.1,B,***,Reg 2,0,0.4451472206451965,0.6414749871448906,9.881707349027474,46.88677490762913,19.458029147345083,14.978462019346592,1.3150895806937384,4.679245245292407,1.310880070504281,2.218457800872334,0.9649150833430776,0.004627715422334123,1e-08,1.1120219827085744,0.7969540849100503,644
3915,0.23,0.36,-7.8,0.401,0.99389,3.26,0.41,8.8,2,2.07,M,*,Reg 1,0,0.8711272215536505,0.897115876322942,8.84441621719989,22.080206604480747,7.234753783283452,17.6989221643991,1.328682164813679,3.159651451805163,1.306121968643238,1.5731779324559492,1.3645593560288818,0.5284159686232499,1e-08,1.315246769697071,1.1325544667591394,338
3916,-0.89,2.81,54.1,0.038,0.99924,3.32,2.11,14.2,2,1.8,M,**,Reg 2,2,0.20859619603862045,0.08975643095034436,2.2895158562671987,394.43986652123397,20.608250511879092,9.324497206243894,1.3505835754216842,3.2499243504281674,1.4741530400082914,1.9983766440698616,1.3645593560288818,0.2954123711148653,14.6822947699758,0.920058545058306,-1.1737270746528423,311
3917,-0.38,0.09,24.6,-0.332,1.01964,2.9,0.37,11.2,3,3.69,R,****,Reg 2,1,0.16863886245723347,0.5624152007515378,4.74507508189659,16.07052568949711,13.381137218560356,3.526723546491202,1.4256011128742174,2.6180140600671353,1.3013112908186604,1.7747763828496366,1.6712221139600012,3.3391888028961905,3.670765282407223,0.8724266274770713,0.6653327214582151,957
3918,0.85,1.01,2.3,0.091,1.0004,2.97,0.49,4.1,8,2.58,B,*,Reg 2,0,0.6241330001904765,0.378547229078675,14.308339288204245,47.441725232779156,8.949600170898359,10.381331781456323,1.3551943614804092,2.7233324417939744,1.3155869179148063,1.073837326292432,2.729063748706473,1.1520835670198648,1e-08,1.2100585528843584,0.2690723544466713,497
3919,0.33,1.24,32.0,0.542,1.01885,3.51,0.59,8.2,1,1.78,R,**,Reg 1,0,0.1816598676214466,0.8506514164761368,9.63722869738497,62.18606429235193,15.047980503182595,21.669261540566463,1.4229097779464541,3.5357885294010156,1.3271380135611126,1.518602385971311,0.9649150833430776,0.28082903495005684,1e-08,0.8887999248021308,1.0793464309742005,877
3920,0.02,0.84,109.9,0.037,1.01136,3.09,-2.03,5.3,2,5.97,R,***,Reg 3,0,0.08770125191666955,0.6840104650479176,7.290261927763084,38.840834652261144,38.529505036253326,9.305102116320414,1.3965999562119837,2.903878239039983,0.7457168505070183,1.2209004072061371,1.3645593560288818,11.39796677844541,1e-08,0.7408733544980541,0.8611976023115263,745
